# BETA MCTIME VIRIAL1 DELTA ENERGY N1 L ACCEPTANCE ENERGYSQUARE TEMPERATURE DENSITY PRESSURE CV ENERGYERR CVERR N THERMTIME THBIN BTIME VOLUME PRERR ENERGYTAIL VIRTAIL CUTOFF U TOTENERGY DELTAIN FILENAME SIMTIME CORRTIME 
1.11111 3600000.0 -0.720991477778 0.1153 -1.85062763889 5 9.70694 0.474545 3.47564213889 0.900000900001 0.136666784807 0.0217275126182 0.0627399746056 0.0388381901676 0.0128489820448 125 10850 50 10000 914.633355695 0.00609196704115 -0.0100141353855 -0.0200277600082 4.85347 -1.86064177427 -0.510640424273 0.1153 ./data/phasediag2/test0017.out 0.0 106853.866697 
1.0 36000000.0 -0.642282372222 0.1163 -1.38381183333 5 9.70694 0.564896 1.94304519444 1.0 0.136666784807 0.0461509884899 0.0281100043711 0.012972049054 0.00341189406968 125 10150 50 100000 914.633355695 0.00233028182195 -0.0100141353855 -0.0200277600082 4.85347 -1.39382596872 0.106174031281 0.1163 ./data/phasediag2/test0018.out 215.0 215505.695402 
0.909091 3600000.0 -0.582701602778 0.1173 -1.19664397222 5 9.70694 0.611998 1.44300405556 1.09999989 0.136666784807 0.0679603641336 0.00912996818945 0.0126022667586 0.00139266714145 125 5700 50 10000 914.633355695 0.00332783809223 -0.0100141353855 -0.0200277600082 4.85347 -1.20665810761 0.443341727392 0.1173 ./data/phasediag2/test0019.out 0.0 51754.16303 
0.833333 3600000.0 -0.529859938889 0.1183 -1.09731698056 5 9.70694 0.641881 1.21030868333 1.20000048 0.136666784807 0.0888488235552 0.0043084184406 0.00507312545988 0.000292859351073 125 5850 50 10000 914.633355695 0.00307316830788 -0.0100141353855 -0.0200277600082 4.85347 -1.10733111594 0.692669604059 0.1183 ./data/phasediag2/test0020.out 0.0 14933.8914599 
0.769231 3600000.0 -0.496625619444 0.1193 -1.05986554444 5 9.70694 0.65859 1.12950903056 1.29999961 0.136666784807 0.10705741072 0.00366512542691 0.00709006676411 0.000247145210891 125 6000 50 10000 914.633355695 0.00352079756472 -0.0100141353855 -0.0200277600082 4.85347 -1.06987967983 0.88011973517 0.1193 ./data/phasediag2/test0021.out 0.0 29216.4782343 
0.714286 3600000.0 -0.461269002778 0.1203 -1.02131898056 5 9.70694 0.674216 1.04935004167 1.39999944 0.136666784807 0.125556141088 0.00319264623964 0.00803286072133 0.000260965521573 125 8050 50 10000 914.633355695 0.0033198952622 -0.0100141353855 -0.0200277600082 4.85347 -1.03133311594 1.06866604406 0.1203 ./data/phasediag2/test0022.out 0.0 37122.4346557 
0.666667 3600000.0 -0.415163627778 0.1213 -0.984867855556 5 9.70694 0.686375 0.974702544444 1.49999925 0.136666784807 0.145523866966 0.00210571390031 0.00419255158845 0.000109221700774 125 5700 50 10000 914.633355695 0.00353307184007 -0.0100141353855 -0.0200277600082 4.85347 -0.994881990941 1.25511688406 0.1213 ./data/phasediag2/test0023.out 0.0 13356.0452988 
1.25 3600000.0 -0.849456122222 0.11 -2.79124969444 5 8.85549 0.344388 7.84614980556 0.8 0.179999882708 -0.0151553609421 0.0860546075302 0.0287609175334 0.0369379055806 125 7450 50 10000 694.44489696 0.00933721624896 -0.017370959629 -0.0347403823207 4.427745 -2.80862065407 -1.60862065407 0.11 ./data/phasediag2/test0024.out 0.0 54069.6890754 
1.11111 3600000.0 -0.83261045 0.111 -2.189374 5 8.85549 0.437086 4.83879147222 0.900000900001 0.179999882708 0.00587700835285 0.0560899623214 0.0343692128755 0.0153570649795 125 9200 50 10000 694.44489696 0.00546093419908 -0.017370959629 -0.0347403823207 4.427745 -2.20674495963 -0.856743609628 0.111 ./data/phasediag2/test0025.out 0.0 93598.8767813 
1.0 36000000.0 -0.777572858333 0.112 -1.77408397222 5 8.85549 0.511919 3.17328030556 1.0 0.179999882708 0.0337835946681 0.0259063650598 0.0126564735822 0.00177429167535 125 8500 50 100000 694.44489696 0.00164548647725 -0.017370959629 -0.0347403823207 4.427745 -1.79145493185 -0.291454931851 0.112 ./data/phasediag2/test0026.out 212.0 222598.100273 
