# BETA MCTIME VIRIAL1 DELTA ENERGY N1 L ACCEPTANCE ENERGYSQUARE TEMPERATURE DENSITY PRESSURE CV ENERGYERR CVERR N THERMTIME THBIN BTIME VOLUME PRERR ENERGYTAIL VIRTAIL CUTOFF U TOTENERGY DELTAIN FILENAME
1.0 3600000.0 -1.24691981389 0.086 -3.15612438889 5 6.57384 0.439265 9.97160125 1.0 0.439999946954 -0.199941765252 0.0104800918607 0.013254829572 7.66122305771e-05 125 6600 50 10000 284.09094334 0.00075117811367 -0.103774109574 -0.20749334374 3.28692 -3.25989849846 -1.75989849846 0.086 ./data/phasediag2/test0074.out 
0.909091 3600000.0 -1.1505595 0.087 -3.06350205556 5 6.57384 0.457604 9.39299930556 1.09999989 0.439999946954 -0.113543285957 0.00657393615978 0.00669222819038 2.32406232494e-05 125 12100 50 10000 284.09094334 0.000436636658444 -0.103774109574 -0.20749334374 3.28692 -3.16727616513 -1.51727633013 0.087 ./data/phasediag2/test0075.out 
0.833333 3600000.0 -1.01684484722 0.088 -2.98460466667 5 6.57384 0.471606 8.91514405556 1.20000048 0.439999946954 -0.0107085915325 0.00505488433603 0.00527707678415 2.41751400608e-05 125 13000 50 10000 284.09094334 0.000544133301111 -0.103774109574 -0.20749334374 3.28692 -3.08837877624 -1.28837805624 0.088 ./data/phasediag2/test0076.out 
0.769231 3600000.0 -0.886357513889 0.089 -2.93423825 5 6.57384 0.480415 8.61609252778 1.29999961 0.439999946954 0.0907054401078 0.00375054663773 0.00404296907223 6.12905673867e-06 125 18300 50 10000 284.09094334 0.000490570160174 -0.103774109574 -0.20749334374 3.28692 -3.03801235957 -1.08801294457 0.089 ./data/phasediag2/test0077.out 
0.714286 3600000.0 -0.770104225 0.09 -2.88998169444 5 6.57384 0.488929 8.35880619444 1.39999944 0.439999946954 0.185856800948 0.00347551309697 0.00441181894169 6.54735839042e-06 125 7150 50 10000 284.09094334 0.000562606953889 -0.103774109574 -0.20749334374 3.28692 -2.99375580402 -0.893756644018 0.09 ./data/phasediag2/test0078.out 
0.666667 3600000.0 -0.626372439444 0.091 -2.85486872222 5 6.57384 0.493591 8.15691927778 1.49999925 0.439999946954 0.293098690063 0.00295282813284 0.00315609480984 4.75625366941e-06 125 7400 50 10000 284.09094334 0.000547508398692 -0.103774109574 -0.20749334374 3.28692 -2.9586428318 -0.708643956796 0.091 ./data/phasediag2/test0079.out 
1.25 3600000.0 -1.42985446944 0.0797 -3.75347286111 5 6.3712 0.37539 14.1122388889 0.8 0.483332833023 -0.425430729211 0.0370005777988 0.0286587536871 0.000487562296858 125 11050 50 10000 258.62095736 0.00127485565038 -0.125213925716 -0.250347950387 3.1856 -3.87868678683 -2.67868678683 0.0797 ./data/phasediag2/test0080.out 
1.11111 3600000.0 -1.38942786944 0.0807 -3.51086602778 5 6.3712 0.412628 12.336915 0.900000900001 0.483332833023 -0.357557507801 0.0132527327487 0.0145200741417 6.73651499657e-05 125 12050 50 10000 258.62095736 0.000669966537616 -0.125213925716 -0.250347950387 3.1856 -3.63607995349 -2.28607860349 0.0807 ./data/phasediag2/test0081.out 
1.0 3600000.0 -1.29631164167 0.0817 -3.38826419444 5 6.3712 0.435174 11.4884152778 1.0 0.483332833023 -0.264218529327 0.00808102642352 0.0114558083116 4.59432859613e-05 125 8300 50 10000 258.62095736 0.000693660720205 -0.125213925716 -0.250347950387 3.1856 -3.51347812016 -2.01347812016 0.0817 ./data/phasediag2/test0082.out 
0.909091 3600000.0 -1.15831592222 0.0827 -3.30295052778 5 6.3712 0.450068 10.9162810556 1.09999989 0.483332833023 -0.149187437167 0.00561889914696 0.0110047764241 3.35154771203e-05 125 9700 50 10000 258.62095736 0.00100943768432 -0.125213925716 -0.250347950387 3.1856 -3.42816445349 -1.77816461849 0.0827 ./data/phasediag2/test0083.out 
0.833333 3600000.0 -1.00520815 0.0837 -3.2417055 5 6.3712 0.460435 10.5151999444 1.20000048 0.483332833023 -0.0268518553919 0.00454541005408 0.006226321195 1.47265699879e-05 125 16600 50 10000 258.62095736 0.000758974170488 -0.125213925716 -0.250347950387 3.1856 -3.36691942572 -1.56691870572 0.0837 ./data/phasediag2/test0084.out 
0.769231 3600000.0 -0.847420536111 0.0847 -3.19466838889 5 6.3712 0.46786 10.2122429722 1.29999961 0.483332833023 0.0977449418476 0.00374962192805 0.00309117742677 5.73852559512e-06 125 10300 50 10000 258.62095736 0.000449517724143 -0.125213925716 -0.250347950387 3.1856 -3.3198823146 -1.3698828996 0.0847 ./data/phasediag2/test0085.out 
0.714286 3600000.0 -0.706520608889 0.0857 -3.14548580556 5 6.3712 0.475591 9.90031058333 1.39999944 0.483332833023 0.21417970398 0.00317838539059 0.00322556232694 2.74241491733e-06 125 10650 50 10000 258.62095736 0.000587359442069 -0.125213925716 -0.250347950387 3.1856 -3.27069973127 -1.17070057127 0.0857 ./data/phasediag2/test0086.out 
0.666667 3600000.0 -0.527887099722 0.0867 -3.10709713889 5 6.3712 0.479366 9.66080144444 1.49999925 0.483332833023 0.348852335508 0.00299947586744 0.00222530640591 3.90321007812e-06 125 28100 50 10000 258.62095736 0.000545947962605 -0.125213925716 -0.250347950387 3.1856 -3.2323110646 -0.982312189604 0.0867 ./data/phasediag2/test0087.out 
1.25 3600000.0 -1.54017911389 0.0753 -3.88468938889 5 6.19144 0.388758 15.1056816667 0.8 0.52666566609 -0.546359427902 0.0232344039387 0.0196273109143 0.000239571552835 125 15750 50 10000 237.342223062 0.00147527325217 -0.148663409792 -0.297214175783 3.09572 -4.03335279868 -2.83335279868 0.0753 ./data/phasediag2/test0088.out 
1.11111 3600000.0 -1.45622083889 0.0763 -3.73072647222 5 6.19144 0.415031 13.9273713889 0.900000900001 0.52666566609 -0.449474446467 0.0111745188228 0.0111791066919 4.54676527385e-05 125 27700 50 10000 237.342223062 0.00115562148346 -0.148663409792 -0.297214175783 3.09572 -3.87938988201 -2.52938853201 0.0763 ./data/phasediag2/test0089.out 
1.0 3600000.0 -1.323963775 0.0773 -3.61240544444 5 6.19144 0.433743 13.0554005556 1.0 0.52666566609 -0.327153099209 0.00592746050369 0.00427028001242 1.27829046159e-05 125 21350 50 10000 237.342223062 0.000624937989735 -0.148663409792 -0.297214175783 3.09572 -3.76106885424 -2.26106885424 0.0773 ./data/phasediag2/test0090.out 
0.909091 3600000.0 -1.13005344167 0.0783 -3.5457235 5 6.19144 0.444095 12.5776122222 1.09999989 0.52666566609 -0.172360675667 0.00450998748875 0.00348847624212 8.26707040316e-06 125 15150 50 10000 237.342223062 0.000758059650484 -0.148663409792 -0.297214175783 3.09572 -3.69438690979 -2.04438707479 0.0783 ./data/phasediag2/test0091.out 
0.833333 3600000.0 -0.943007147222 0.0793 -3.50079969444 5 6.19144 0.451986 12.26163 1.20000048 0.52666566609 -0.0211829370719 0.00418853788367 0.00369407955542 5.87618760334e-06 125 16900 50 10000 237.342223062 0.00062382042298 -0.148663409792 -0.297214175783 3.09572 -3.64946310424 -1.84946238424 0.0793 ./data/phasediag2/test0092.out 
0.769231 3600000.0 -0.7598647 0.0803 -3.44835044444 5 6.19144 0.458559 11.8969422222 1.29999961 0.52666566609 0.127938010293 0.00344463787863 0.00199662020895 4.66880413951e-06 125 29200 50 10000 237.342223062 0.000592807586095 -0.148663409792 -0.297214175783 3.09572 -3.59701385424 -1.64701443924 0.0803 ./data/phasediag2/test0093.out 
0.714286 3600000.0 -0.566315237417 0.0813 -3.40851811111 5 6.19144 0.46196 11.6243730556 1.39999944 0.52666566609 0.282540344002 0.0032537484107 0.00243204819817 4.53442717072e-06 125 16150 50 10000 237.342223062 0.000627869570319 -0.148663409792 -0.297214175783 3.09572 -3.5571815209 -1.4571823609 0.0813 ./data/phasediag2/test0094.out 
0.666667 3600000.0 -0.367617960194 0.0823 -3.36736619444 5 6.19144 0.465548 11.3458752778 1.49999925 0.52666566609 0.439853844403 0.00298675422698 0.00203802182715 2.52157710342e-06 125 11100 50 10000 237.342223062 0.000526957725818 -0.148663409792 -0.297214175783 3.09572 -3.51602960424 -1.26603072924 0.0823 ./data/phasediag2/test0095.out 
1.25 3600000.0 -1.66088630556 0.071 -4.04022408333 5 6.03039 0.399937 16.33078 0.8 0.569998631809 -0.68911446618 0.0115146194583 0.0114256012483 7.2671242341e-05 125 30050 50 10000 219.298772005 0.00123011148516 -0.174121945883 -0.348089344075 3.015195 -4.21434602922 -3.01434602922 0.071 ./data/phasediag2/test0096.out 
1.11111 3600000.0 -1.43012058056 0.072 -3.95792505556 5 6.03039 0.414044 15.6715491667 0.900000900001 0.569998631809 -0.500577942481 0.00787457841405 0.00753820602497 2.19667621148e-05 125 30300 50 10000 219.298772005 0.000885956959151 -0.174121945883 -0.348089344075 3.015195 -4.13204700144 -2.78204565144 0.072 ./data/phasediag2/test0097.out 
1.0 3600000.0 -1.24396753611 0.073 -3.87443186111 5 6.03039 0.426969 15.016685 1.0 0.569998631809 -0.337471611659 0.00546275360709 0.00423133553506 1.0073775784e-05 125 15300 50 10000 219.298772005 0.00103770806304 -0.174121945883 -0.348089344075 3.015195 -4.04855380699 -2.54855380699 0.073 ./data/phasediag2/test0098.out 
0.909091 3600000.0 -1.04291675278 0.074 -3.81637408333 5 6.03039 0.436026 14.5698344444 1.09999989 0.569998631809 -0.165873139754 0.0042341334965 0.00189348083567 6.23502350937e-06 125 11800 50 10000 219.298772005 0.00035169758172 -0.174121945883 -0.348089344075 3.015195 -3.99049602922 -2.34049619422 0.074 ./data/phasediag2/test0099.out 
0.833333 3600000.0 -0.79582025 0.075 -3.76420772222 5 6.03039 0.44114 14.1751666667 1.20000048 0.569998631809 0.0319717282342 0.00410200409982 0.00385142084663 8.33488653803e-06 125 22700 50 10000 219.298772005 0.000798038765753 -0.174121945883 -0.348089344075 3.015195 -3.93832966811 -2.1383289481 0.075 ./data/phasediag2/test0100.out 
0.769231 3600000.0 -0.593935546944 0.076 -3.71619280556 5 6.03039 0.44663 13.8164061111 1.29999961 0.569998631809 0.204045100041 0.00373795670919 0.00191718064684 4.10232483693e-06 125 14200 50 10000 219.298772005 0.000691379773381 -0.174121945883 -0.348089344075 3.015195 -3.89031475144 -1.94031533644 0.076 ./data/phasediag2/test0101.out 
0.714286 3600000.0 -0.368428731472 0.077 -3.66594861111 5 6.03039 0.450957 13.4459533333 1.39999944 0.569998631809 0.389583442605 0.00345618339038 0.00206716649846 4.15883464277e-06 125 10600 50 10000 219.298772005 0.000398080268929 -0.174121945883 -0.348089344075 3.015195 -3.84007055699 -1.74007139699 0.077 ./data/phasediag2/test0102.out 
0.666667 3600000.0 -0.156518481069 0.078 -3.62613297222 5 6.03039 0.453714 13.1566419444 1.49999925 0.569998631809 0.567371750282 0.00346738667062 0.00151158751198 3.27305468296e-06 125 18650 50 10000 219.298772005 0.000940313500537 -0.174121945883 -0.348089344075 3.015195 -3.80025491811 -1.5502560431 0.078 ./data/phasediag2/test0103.out 
1.25 3600000.0 -1.67150197222 0.0667 -4.27982372222 5 5.88488 0.402981 18.3213441667 0.8 0.613334195257 -0.781679444824 0.00695792714155 0.00411297033563 2.33519141728e-05 125 17800 50 10000 203.804061418 0.000516628861296 -0.201590388163 -0.402973592437 2.94244 -4.48141411039 -3.28141411039 0.0667 ./data/phasediag2/test0104.out 
1.11111 3600000.0 -1.41181314167 0.0677 -4.20405811111 5 5.88488 0.414515 17.6788186111 0.900000900001 0.613334195257 -0.561069433391 0.00581975319009 0.00411161737258 8.15421989006e-06 125 21500 50 10000 203.804061418 0.000682032355128 -0.201590388163 -0.402973592437 2.94244 -4.40564849927 -3.05564714927 0.0677 ./data/phasediag2/test0105.out 
1.0 3600000.0 -1.14845858056 0.0687 -4.13722361111 5 5.88488 0.422569 17.1213655556 1.0 0.613334195257 -0.338212208061 0.00474634722029 0.00308276056389 6.61492909094e-06 125 17000 50 10000 203.804061418 0.000550010080494 -0.201590388163 -0.402973592437 2.94244 -4.33881399927 -2.83881399927 0.0687 ./data/phasediag2/test0106.out 
0.909091 3600000.0 -0.840500602778 0.0697 -4.08666197222 5 5.88488 0.426562 16.7060655556 1.09999989 0.613334195257 -0.0879976975288 0.00434667884317 0.00222931194505 6.83832084194e-06 125 16450 50 10000 203.804061418 0.000948597263324 -0.201590388163 -0.402973592437 2.94244 -4.28825236039 -2.63825252539 0.0697 ./data/phasediag2/test0107.out 
0.833333 3600000.0 -0.622728453833 0.0707 -4.02837361111 5 5.88488 0.433176 16.2334975 1.20000048 0.613334195257 0.106903189586 0.00396079495888 0.0016947088722 4.3252653364e-06 125 16450 50 10000 203.804061418 0.000903870821494 -0.201590388163 -0.402973592437 2.94244 -4.22996399927 -2.42996327927 0.0707 ./data/phasediag2/test0108.out 
0.769231 3600000.0 -0.358610397146 0.0717 -3.97590063889 5 5.88488 0.437929 15.8143677778 1.29999961 0.613334195257 0.330228711262 0.00389461030168 0.00307014039423 5.81970331684e-06 125 13000 50 10000 203.804061418 0.000756507068767 -0.201590388163 -0.402973592437 2.94244 -4.17749102705 -2.22749161205 0.0717 ./data/phasediag2/test0109.out 
0.714286 3600000.0 -0.0742235157344 0.0727 -3.92801697222 5 5.88488 0.439405 15.4366438889 1.39999944 0.613334195257 0.565986225573 0.00373804116546 0.00171752494687 3.33763617028e-06 125 18500 50 10000 203.804061418 0.000816920498567 -0.201590388163 -0.402973592437 2.94244 -4.12960736039 -2.02960820039 0.0727 ./data/phasediag2/test0110.out 
0.666667 3600000.0 0.144295276839 0.0737 -3.88025177778 5 5.88488 0.442701 15.0644858333 1.49999925 0.613334195257 0.761344576357 0.00361421445231 0.002033340759 3.18872163242e-06 125 15250 50 10000 203.804061418 0.000775146566351 -0.201590388163 -0.402973592437 2.94244 -4.08184216594 -1.83184329094 0.0737 ./data/phasediag2/test0111.out 
1.25 3600000.0 -1.57062195278 0.0623 -4.53979766667 5 5.75248 0.402302 20.6135961111 0.8 0.656666196956 -0.809326349335 0.00598946381093 0.00212399957898 1.28598237055e-05 125 19850 50 10000 190.35546611 0.000686805638915 -0.231063919573 -0.461855602922 2.87624 -4.77086158624 -3.57086158624 0.0623 ./data/phasediag2/test0112.out 
1.11111 3600000.0 -1.27656064722 0.0633 -4.47047041667 5 5.75248 0.412107 19.9891958333 0.900000900001 0.656666196956 -0.550559019448 0.00504948007571 0.00231290022315 3.64090338907e-06 125 27200 50 10000 190.35546611 0.000840992007936 -0.231063919573 -0.461855602922 2.87624 -4.70153433624 -3.35153298624 0.0633 ./data/phasediag2/test0113.out 
1.0 3600000.0 -0.922169105556 0.0643 -4.40437655556 5 5.75248 0.417057 19.4032425 1.0 0.656666196956 -0.252176044853 0.00470965687258 0.00193203585815 7.53972493869e-06 125 58650 50 10000 190.35546611 0.000476378547685 -0.231063919573 -0.461855602922 2.87624 -4.63544047513 -3.13544047513 0.0643 ./data/phasediag2/test0114.out 
0.909091 3600000.0 -0.595580505361 0.0653 -4.34896727778 5 5.75248 0.420999 18.9191347222 1.09999989 0.656666196956 0.0279501966679 0.00464325633391 0.00278438896706 5.14524037344e-06 125 26150 50 10000 190.35546611 0.000815033179644 -0.231063919573 -0.461855602922 2.87624 -4.58003119735 -2.93003136235 0.0653 ./data/phasediag2/test0115.out 
0.833333 3600000.0 -0.315009647889 0.0663 -4.29765658333 5 5.75248 0.425749 18.4762586111 1.20000048 0.656666196956 0.27785860175 0.00444895674831 0.00165511681821 6.38683650991e-06 125 18900 50 10000 190.35546611 0.000865631363683 -0.231063919573 -0.461855602922 2.87624 -4.52872050291 -2.72871978291 0.0663 ./data/phasediag2/test0116.out 
0.769231 3600000.0 0.00775939269444 0.0673 -4.23442413889 5 5.75248 0.427666 17.9375722222 1.29999961 0.656666196956 0.555476168521 0.00427481571123 0.0022427650311 3.89017727214e-06 125 29450 50 10000 190.35546611 0.00056111416794 -0.231063919573 -0.461855602922 2.87624 -4.46548805846 -2.51548864346 0.0673 ./data/phasediag2/test0117.out 
0.714286 3600000.0 0.3125834345 0.0683 -4.18308330556 5 5.75248 0.43064 17.5062961111 1.39999944 0.656666196956 0.821310320856 0.00413784509268 0.00198432546523 3.82759644974e-06 125 26350 50 10000 190.35546611 0.000736289478175 -0.231063919573 -0.461855602922 2.87624 -4.41414722513 -2.31414806513 0.0683 ./data/phasediag2/test0118.out 
0.666667 3600000.0 0.615443966389 0.0693 -4.13284711111 5 5.75248 0.431454 17.0896338889 1.49999925 0.656666196956 1.08585508947 0.0040927352347 0.00169300327464 2.63055788972e-06 125 25400 50 10000 190.35546611 0.000545371057988 -0.231063919573 -0.461855602922 2.87624 -4.36391103068 -2.11391215568 0.0693 ./data/phasediag2/test0119.out 
1.25 3600000.0 -1.33850988889 0.058 -4.8168345 5 5.63124 0.399162 23.2056413889 0.8 0.699999777075 -0.74427360322 0.00585435702913 0.00202632966372 7.82087527351e-06 125 44050 50 10000 178.57148544 0.000939453714513 -0.262544990734 -0.524738454318 2.81562 -5.07937949073 -3.87937949073 0.058 ./data/phasediag2/test0120.out 
1.11111 3600000.0 -0.982263213889 0.059 -4.74509827778 5 5.63124 0.4066 22.5204966667 0.900000900001 0.699999777075 -0.424900402429 0.00560369360374 0.00223093986698 7.24768633167e-06 125 39750 50 10000 178.57148544 0.000767019508624 -0.262544990734 -0.524738454318 2.81562 -5.00764326851 -3.65764191851 0.059 ./data/phasediag2/test0121.out 
1.0 3600000.0 -0.600851095614 0.06 -4.68057611111 5 5.63124 0.411355 21.9131583333 1.0 0.699999777075 -0.087912656955 0.00536560142933 0.00210732637992 5.5087580124e-06 125 59200 50 10000 178.57148544 0.000547538232036 -0.262544990734 -0.524738454318 2.81562 -4.94312110185 -3.44312110185 0.06 ./data/phasediag2/test0122.out 
0.909091 3600000.0 -0.188604235672 0.061 -4.61481025 5 5.63124 0.414517 21.3027694444 1.09999989 0.699999777075 0.270659953812 0.00520314231285 0.00276393431115 7.40527102681e-06 125 32400 50 10000 178.57148544 0.000820538064125 -0.262544990734 -0.524738454318 2.81562 -4.87735524073 -3.22735540573 0.061 ./data/phasediag2/test0123.out 
0.833333 3600000.0 0.151021689518 0.062 -4.55093688889 5 5.63124 0.417334 20.7183347222 1.20000048 0.699999777075 0.578398416441 0.0050751039764 0.00214422494341 4.27960619015e-06 125 19400 50 10000 178.57148544 0.00064207696906 -0.262544990734 -0.524738454318 2.81562 -4.81348187962 -3.01348115962 0.062 ./data/phasediag2/test0124.out 
0.769231 3600000.0 0.496391792833 0.063 -4.48953191667 5 5.63124 0.420046 20.1641672222 1.29999961 0.699999777075 0.890156780478 0.00489372568981 0.00309377870986 3.33696733935e-06 125 21650 50 10000 178.57148544 0.00115745821586 -0.262544990734 -0.524738454318 2.81562 -4.7520769074 -2.8020774924 0.063 ./data/phasediag2/test0125.out 
0.714286 3600000.0 0.822187819167 0.064 -4.43052541667 5 5.63124 0.421947 19.6387405556 1.39999944 0.699999777075 1.18821378499 0.00468627304811 0.00217549685341 3.07094635741e-06 125 30500 50 10000 178.57148544 0.00100740936886 -0.262544990734 -0.524738454318 2.81562 -4.6930704074 -2.5930712474 0.064 ./data/phasediag2/test0126.out 
0.666667 3600000.0 1.18148036667 0.065 -4.36480661111 5 5.63124 0.42207 19.0621633333 1.49999925 0.699999777075 1.50971833285 0.00472292958252 0.00185138036683 4.10103843318e-06 125 29200 50 10000 178.57148544 0.000703655163271 -0.262544990734 -0.524738454318 2.81562 -4.62735160185 -2.37735272684 0.065 ./data/phasediag2/test0127.out 
1.25 3600000.0 -0.994414463889 0.0537 -5.09638791667 5 5.51962 0.396743 25.9771897222 0.8 0.743331392106 -0.58427894272 0.00628113293158 0.00160963754504 6.64983134263e-06 125 34550 50 10000 168.161874135 0.000726948305618 -0.296030030827 -0.591613072315 2.75981 -5.39241794749 -4.19241794749 0.0537 ./data/phasediag2/test128.out 
1.11111 3600000.0 -0.546824856222 0.0547 -5.01881680556 5 5.51962 0.402316 25.1933094444 0.900000900001 0.743331392106 -0.177237728352 0.00591025573202 0.00182656866566 5.82477781281e-06 125 22850 50 10000 168.161874135 0.000755269793442 -0.296030030827 -0.591613072315 2.75981 -5.31484683638 -3.96484548638 0.0547 ./data/phasediag2/test129.out 
1.0 3600000.0 -0.107876796361 0.0557 -4.94336908333 5 5.51962 0.40684 24.4428502778 1.0 0.743331392106 0.223378614259 0.00595238372194 0.00215067245538 8.73516722781e-06 125 44900 50 10000 168.161874135 0.000803749421824 -0.296030030827 -0.591613072315 2.75981 -5.23939911416 -3.73939911416 0.0557 ./data/phasediag2/test130.out 
0.909091 3600000.0 0.363892667389 0.0567 -4.86270391667 5 5.51962 0.408979 23.6529333333 1.09999989 0.743331392106 0.648392723945 0.00582144923701 0.00164955435611 6.16659402971e-06 125 43350 50 10000 168.161874135 0.000507363642616 -0.296030030827 -0.591613072315 2.75981 -5.15873394749 -3.50873411249 0.0567 ./data/phasediag2/test131.out 
0.833333 3600000.0 0.7146482375 0.0577 -4.80080872222 5 5.51962 0.411746 23.0556455556 1.20000048 0.743331392106 0.98345392794 0.00547302908727 0.00303050629572 5.92441721192e-06 125 27200 50 10000 168.161874135 0.00114625445854 -0.296030030827 -0.591613072315 2.75981 -5.09683875305 -3.29683803305 0.0577 ./data/phasediag2/test132.out 
0.769231 3600000.0 1.11837085833 0.0587 -4.73134719444 5 5.51962 0.413594 22.3947897222 1.29999961 0.743331392106 1.35788611822 0.00541032741478 0.00244196486988 6.85358591317e-06 125 29850 50 10000 168.161874135 0.00098195500211 -0.296030030827 -0.591613072315 2.75981 -5.02737722527 -3.07737781027 0.0587 ./data/phasediag2/test133.out 
0.714286 3600000.0 1.53935348889 0.0597 -4.65534266667 5 5.51962 0.414246 21.6828252778 1.39999944 0.743331392106 1.74514873589 0.00541323580541 0.00191569869988 4.51433465938e-06 125 48000 50 10000 168.161874135 0.000867053706472 -0.296030030827 -0.591613072315 2.75981 -4.95137269749 -2.85137353749 0.0597 ./data/phasediag2/test134.out 
0.666667 3600000.0 1.89213138889 0.0607 -4.59378152778 5 5.51962 0.416276 21.1149786111 1.49999925 0.743331392106 2.08171262138 0.00539995480385 0.00238912161457 4.78829812302e-06 125 40200 50 10000 168.161874135 0.000801614089868 -0.296030030827 -0.591613072315 2.75981 -4.8898115586 -2.6398126836 0.0607 ./data/phasediag2/test135.out 
